id,supplier,name,active,description,category,timestamp,usda_id,price_per_kg,price_per_unit,usda_weight_unit_g,weight_net_g,price_total,organic,origin,picture
192983STK,NL jumbo,Jumbo Naturel Tofu 500g,1,,Vlees. vis. vegetarisch,0,16427,2.8,,0,500,1.4,,,https://static-images.jumbo.com/product_images/192983STK-1_720x720.png
wi197706/ah-basic-gezouten-pinda-s,NL ah,AH BASIC Gezouten pinda's 500 g,1,,Snoep. koek. chips/Pinda's (groot),0,16087,2.78,,0,500,1.39,,,https://static.ah.nl/static/product/AHI_434d50313034303531_1_LowRes_JPG.JPG
wi97884/ardo-paprika-reepjes,NL ah,Ardo Paprika reepjes 1 kg,1,,Aardappel. groente. fruit/Paprika mix (diepvries),0,11333,2.78,,0,1,2.78,,,https://static.ahold.com/cmgtcontent/media//001537100/000/001537172_001_97884_708.jpg
wi173410/ah-tortilla-wraps-voordeel,NL ah,AH Tortilla wraps voordeel 12 stuks,1,,Pasta. rijst. internationale keuken/Tortilla. wrap,0,18450,2.62,,0,12,1.94,,,https://static.ah.nl/static/product/AHI_434d50313537393731_2_LowRes_JPG.JPG
wi379122/ah-kaki,NL ah,AH Kaki 1 kg,1,,Aardappel. groente. fruit/Verse kakifruit,0,09265,2.58,,0,1,2.58,,,https://static.ah.nl/static/product/AHI_434d50323238333936_5_LowRes_JPG.JPG
wi195541/ah-lima-bonen,NL ah,AH Lima bonen 400 g,1,,Soepen. conserven. sauzen. smaakmakers/Limabonen,0,16074,2.55,,0,400,1.02,,,https://static.ah.nl/static/product/AHI_434d50303234373037_2_LowRes_JPG.JPG
wi39028/ah-aardbeien-op-lichte-siroop,NL ah,AH Aardbeien op lichte siroop 400 g,1,,Soepen. conserven. sauzen. smaakmakers/Aardbeien (,0,09316,2.55,,0,400,1.02,,,https://static.ah.nl/static/product/AHI_434d50323132373539_1_LowRes_JPG.JPG
wi439393/goldsteig-mozzarella-light-8-5,NL ah,Goldsteig Mozzarella light 8.5% 220 g,1,,Kaas. vleeswaren. delicatessen/Mozzarella,0,43597,2.5,,0,220,0.55,,,https://static.ahold.com/cmgtcontent/media//001974700/000/001974740_001_439393_708.jpg
wi426004/ah-biologisch-flespompoen,NL ah,AH Biologisch Flespompoen 1 kg,1,,Aardappel. groente. fruit/Pompoen (vers),0,11477,2.49,,0,1,2.49,,,https://static.ahold.com/cmgtcontent/media//001864000/000/001864040_001_426004_708.jpg
wi161413/ah-basic-champignons-gesneden,NL ah,AH BASIC Champignons gesneden 400 g,1,,Soepen. conserven. sauzen. smaakmakers/Champignons,0,11260,2.35,,0,400,0.94,,,https://static.ah.nl/static/product/AHI_434d50303832363133_1_LowRes_JPG.JPG
wi202663/inproba-satesaus-kant-en-klaar,NL ah,Inproba Sat̩saus kant-en-klaar 420 g,1,,Pasta. rijst. internationale keuken/Sat̩saus,0,27059,2.33,,0,420,0.98,,,https://static.ahold.com/cmgtcontent/media//001216100/000/001216134_004_202663_708.jpg
wi436588/ah-buitenbeentjes-komkommer,NL ah,AH Buitenbeentjes komkommer 1 kg,1,,Aardappel. groente. fruit/Komkommer (vers),0,11205,2.29,,0,1,2.29,,,https://static.ah.nl/static/product/AHI_434d5036333137343431_3_LowRes_JPG.JPG
wi198416/valle-del-sole-zwarte-oogbonen,NL ah,Valle del sole Zwarte oogbonen 900 g,1,,Soepen. conserven. sauzen. smaakmakers/Zwarte bone,0,16016, $2.28 ,,0,900,2.05,,,https://static.ahold.com/cmgtcontent/media//001264200/000/001264258_001_198416_708.jpg
wi428663/ah-zoete-aardappel,NL ah,AH Zoete aardappel 2 kg,1,,Aardappel. groente. fruit/Zoete aardappelen,0,11507,2.25,,0,2,4.49,,,https://static.ah.nl/static/product/AHI_434d5034343430383936_2_LowRes_JPG.JPG
wi218641/ah-biologisch-gekookte-rode-bieten,NL ah,AH Biologisch Gekookte rode bieten 500 g,1,,Aardappel. groente. fruit/Bietjes (vers),0,11080,2.18,,0,500,1.09,,,https://static.ah.nl/static/product/AHI_434d50313332343638_2_LowRes_JPG.JPG
wi429053/ah-hamburgers,NL ah,AH Hamburgers 840 g,1,,Diepvries/Burgers (diepvries),0,23572,2.08,,0,840,1.75,,,https://static.ah.nl/static/product/AHI_434d5034363838313830_3_LowRes_JPG.JPG
